Tweet,True danger tweet?,True non-danger tweet?
METEOROLOGISTS AND STORM SPOTTERS WERE TRACKING A CONFIRMED TORNADO LOCATED 3 MILES NORTH NORTHWEST OF MOORE,1,
"this is a DEADLY situation, said NWS in Norman. Please take cover in Mustang, Union City, North Moore, Yukon, downtown OKC! #okwx",1,
NEW TORNADO WARNING includes downtown OKC! #okwx,1,
TORNADO EMERGENCY for western OKC metro. Take Cover Now! http://forecast.weather.gov/wwamap/wwatxtget.php?cwa=oun&wwa=tornado%20warning …,1,
"Large Tornado on the ground 6 miles south of El Reno, OK moving southeast at 20mph. Oklahoma City be prepared to take cover!",1,
PDS (Particularly Dangerous Situation) Tornado Watch until midnight CDT for Oklahoma. Strong tornadoes likely. http://www.spc.noaa.gov/products/watch/ww0262.html …,1,
Dangerous #tornadoes likely from Oklahoma to Missouri today. Stay aware and know where you can take shelter. pic.twitter.com/KPmsOhDKsk,,
"Central and Eastern Oklahoma, including OKC, under a #Tornado Watch until 10pm CDT. http://www.spc.noaa.gov/products/watch/ww0252.html …",1,
A Tornado Warning is in effect for Rensselaer and Washington Counties in New York until 8pm EDT.,1,
"A Severe Thunderstorm Warning is in effect for Oklahoma City and Moore, Oklahoma until 7:15pm CDT. Large hail and gusts to 70mph possible.",1,
"A Tornado Warning is in effect until 7pm CDT for Grant County, Wisconsin.",1,
"A Tornado Warning for Rensselaer, Saratoga, and Washington Counties in New York until 8pm EDT.",1,
Current watches and warnings: http://www.spc.ncep.noaa.gov/products/watch/ ,1,
"Dangerous storms continue to through the Plains, Midwest & in New York State.One current Tornado Warning in Polk and York NE until 5:45 CDT.",1,
"A Tornado Warning is in effect for York County, NE.  A confirmed tornado was located 4 miles northeast of York.  This is a dangerous storm.",1,
A Tornado Warning continues for Polk Counties in Nebraska until 5:30pm CDT.  http://forecast.weather.gov/showsigwx.php?warnzone=NEZ064&warncounty=NEC185&firewxzone=NEZ064&local_place1=&product1=Tornado+Warning …,1,
A Tornado Warning is in effect for Hall County Texas until 4pm CDT.  http://www.srh.noaa.gov/ama/ ,1,
A Tornado Warning is in effect for Gray County in the Panhandle of Texas until 4pm CDT.  http://www.srh.noaa.gov/ama/ ,1,
A Tornado Warning is in effect for Cayuga County in New York until 4:45pm. This tornado is near the town of Conquest.,1,
A Tornado Warning is in effect for Donley County in Texas until 4:00 CDT.,1,
A second #Tornado Watch issued until 10pm CDT for parts of Kansas and Nebraska. http://www.spc.noaa.gov/products/watch/ww0240.html …,1,
Barbara reaches hurricane status in the East Pacific near the southern coast of Mexico. Hurricane warnings posted. http://www.nhc.noaa.gov/#BARBARA ,,
"#Tornado Watch issued until 10pm CDT for parts of KS, OK & TX. Be alert and have your safety plan ready! http://www.spc.noaa.gov/products/watch/ww0239.html …",1,
TS Barbara has formed on the southern coast of Mexico moving north. Tropical Storm Warnings are posted. http://www.nhc.noaa.gov/#BARBARA ,,
"A #Tornado Watch continues until 10pm CDT for Northern MO, Southern IA and Northeastern KS. Stay alert! http://www.spc.noaa.gov/products/watch/ww0233.html …",1,
NWS-Austin/San Antonio extends Flash Flood Emergency for San Antonio until 3:30 CDT.,1,
"Heavy #flooding near Austin, San Antonio and surrounding areas due to record rainfall. Stay safe out there! #txwx pic.twitter.com/WBddD0uDJF",1,
NWS Austin/San Antonio reports 9.57 inches of rain at San Antonio Intl. Airport already today! Now the 2nd all time daily rainfall #record,,
"Tornado Warning for Ottawa County, OK until 7:00pm CDT.   This storm is located near Twin Bridges State Park.",1,
From KFOR: http://kfor.com/2013/05/19/weather-tornadoes-on-ground-watches-warnings-across-state/ …,,
"Tornado Warning is in effect until 3:30 CDT for South-Central, Kansas.  This includes the city of Wichita.   http://kamala.cod.edu/offs/KICT/1305192005.wfus53.html …",1,
Three Tornado Watches in effect right now.  Areas affected stretch from Central MN through Kansas to Eastern OK. pic.twitter.com/spSUa1NRIq,1,
"Tornado Warning issued for Bienville, Natchitoches, and Red River Parish in Louisiana until 4:30pm CDT.   http://www.srh.noaa.gov/shv/hazards/hazards.php?pil=NEWTORSHV&vtec=0035&year=2013 …",1,
"Tornado Watch is in effect until 8pm CDT for NW and North Central Louisiana. Tornadoes, hail and winds are threats.  http://www.spc.noaa.gov/products/watch/ww0164.html ",1,
"Tornado Warning still in effect for Dallas County, Texas (includes all of downtown Dallas).",1,
"Dangerous #tornado north of Rio Vista in Johnson Co, TX. Take Cover Now!!",1,
"Damage and injury reports coming out of Hood County, TX. Tornado Warnings posted in the Dallas, Fort Worth area. http://www.srh.noaa.gov/fwd/ ",1,
A Tornado Watch remains in effect until 1am for parts of North-Central Texas including the Metro Dallas area.  http://www.spc.noaa.gov/products/watch/ww0161.html …,1,
Severe Thunderstorms and a doppler indicated Tornado Warning in and around far western New York state. pic.twitter.com/UJYp3BWlr0,1,
"Severe Thunderstorm Watch in effect until 10pm CDT for Southwest Texas. Large hail, damaging winds are likely. pic.twitter.com/YWVsjt2uB8",,
Tornado Warning issued for Galveston County Texas until 11:30 am CDT.  This warning is doppler indicated.  #severe pic.twitter.com/vVPoghlnRY,1,
"The dangerous storm in Brazoria County, TX is about 10 miles south of Manvel and moving SE at 30mph. http://forecast.weather.gov/showsigwx.php?warnzone=TXZ237&warncounty=TXC039&firewxzone=TXZ237&local_place1=&product1=Tornado+Warning …",1,
Doppler radar indicated a severe thunderstorm capable of producing a tornado in Fort Bend/Brazoria Counties in Texas. pic.twitter.com/FZSQ09SC2n,,
A Tornado Warning is in effect until 11:15am CDT for SE Fort Bend and NE Brazoria Counties in Texas. pic.twitter.com/F4PyVvo071,1,
A Severe Thunderstorm Watch remains in effect for the Upper Texas Coast until 2pm CDT.  #severe #hail #storms pic.twitter.com/J0e1bIgpTT,,
Tornado Warning still in effect for Eastern Gillespie County in Texas until 10 pm CDT. Baseball sized hail possible. http://radar.weather.gov/radar.php?rid=DFX&product=NCR&overlay=11101111&loop=yes …,1,
Clusters of severe thunderstorms plus isolated flash flooding continue in parts of Texas.  #Hail #Gusts #Flashflood pic.twitter.com/WCFR12ItSt,1,
Tornado Warning for West Central Trinity County and SW Houston County in SE Texas until 6:30 CDT. #severe pic.twitter.com/cNqtGEntFN,1,
"Severe thunderstorms with hail, damaging winds and an isolated tornado possible for southern Illinois and Indiana. http://www.spc.noaa.gov/products/md/md0612.html …",1,
A new Tornado Warning is in effect until 4:30pm CDT for Southern Taylor and NE Runnels Counties in Texas. pic.twitter.com/GBDCP5DXl9,1,
"A Severe Thunderstorm Watch is in effect until 10pm CDT for Western LA, Eastern/SE Texas. pic.twitter.com/OlTOb0j20Y",,
Tornado Warning until 4pm CDT for Nolan and Taylor Counties in Central Texas.  #hail #severe #tornado pic.twitter.com/AjwBsDJo5o,1,
Storm Prediction Center likely to issue a Severe Thunderstorm Watch for Eastern and SE Texas: #Hail #Severe #Storms http://www.spc.noaa.gov/products/md/md0610.html …,,
Tornado Warning in effect for NE Ellis County in KS until 7:15 CDT. http://forecast.weather.gov/showsigwx.php?warnzone=KSZ031&warncounty=KSC051&firewxzone=KSZ031&local_place1=&product1=Tornado+Warning …,1,
"NWS out of San Angelo, Texas reporting #baseball sized #hail possible with severe thunderstorm:  http://forecast.weather.gov/showsigwx.php?warnzone=TXZ113&warncounty=TXC253&firewxzone=TXZ113&local_place1=&product1=Severe+Thunderstorm+Warning …",,
"Trained weather spotters are tracking a tornado 9 miles west of Avon, Mississippi. #mswx",1,
"Over a half foot of rain around #Chicago the last 24 hours! Many roads covered in water. Turn around, don't drown. http://www.crh.noaa.gov/news/display_cmsstory.php?wfo=lot&storyid=94078&source=0 …",,
"#TORNADO WATCH issued for Eastern Arkansas, SE MO, Southern Illinois, far Western KY and SW Indiana until 5PM CDT http://www.spc.noaa.gov/products/watch/ww0125.html …",1,
#FLASH FLOOD WARNING for parts of Northern Illinois including the Chicago Metro Area until 12:00 PM CDT. Widespread flooding being reported.,1,
TORNADO WATCH until 11:00AM CDT for Southern Illinois and far Eastern Missouri.  Link to SPC:  http://www.spc.noaa.gov/products/watch/ww0122.html …,,
"#Tornado imminent near Tipton, Oklahoma. #okwx",1,
"Storm spotters are reporting a #tornado on the ground near Tipton, Oklahoma. #okwx",1,
"Radar continues to show significant circulation 20 miles WSW of Lawton, OK. #okwx pic.twitter.com/YrmuZNV0cv",,
"Radar indicates possible #tornado forming in north Atlanta metro. Headed toward Alpharetta, GA. Take cover now. #GAwx",,
"Dangerous storm NW of Atlanta producing large hail. Rotation detected by radar, a tornado could form at any minute. pic.twitter.com/UQ3UxbpeMm",1,
#Tornado Wtach for East Alabama and Northwest Georgia including Metro Atlanta until 11pm EDT. #ALwx #GAwx http://www.spc.noaa.gov/products/watch/ww0099.html …,1,
Tornado Warning in SW Arkansas -  http://google.org/publicalerts/alert?aid=2ad2be81cd2d1204&source=tw …,1,
"NWS confirms #tornado on the ground north of Clinton, AR. There are reports of damaged homes and flipped vehicles on U.S. Hwy 65. #arwx",1,
Tornado Warning in Arkansas -  http://google.org/publicalerts/alert?aid=2192f3d5cd0781e5&source=tw …,1,
"A compilation of snow, ice, hail, lightning, wind and maybe even tornadoes again #Wednesday--Get your forecast here: pic.twitter.com/FM7VL6xran",,
"#Tornado Warning for Orange County, FL including Orlando until 3:00 PM EDT  http://twitpic.com/ce339a ",1,
"Tornado WARNING issued just west of Orlando, FL until 2:45 pm EDT http://twitpic.com/ce313t ",1,
Severe Thunderstorm Watches posted from MS to FL Saturday. Stay aware of what is happening where you are. http://www.spc.noaa.gov/products/watch/ ,1,
Major coastal flooding is likely along the Mass. coastline Friday morning. Expect storm surge 1-3 ft. with 20-25 foot waves in some areas.,1,
Snow totals over a foot were recorded along the I-81 corridor in Virginia today. Fishersville recorded 20 inches of snow at noon.,,1
White out conditions in the TX panhandle this morning. Amarillo and Lubbock Airport closed along with many roads. #TXwx #blizzard,,
"Light snow around Chicago, clearing soon. Damage already done, 90 min arrival delays at O'Hare. #ilwx",,1
Serious #tornado situation in Mississippi and Alabama. Tune into @CNN for the latest.,1,
"A #tornado watch has been issued for parts of Louisianna, TX and AR until 2 pm CST. http://www.spc.noaa.gov/products/watch/ww0031.html … #LAwx #TXwx #ARwx",1,
"#TORNADO Warning issued for Cherokee, Cobb, Fulton, Bartow, & Paulding Co. in GA til 1:30p EST. Strong rotation w/this storm! Seek shelter!",1,
"CNN CONFIRMS: 1 fatality in Bartow Co., GA as a result of a structural collapse during the Adairsville, GA #tornado. Details still unfolding",,
"CONFIRMED: #Tornado touched down in Adairsville, GA at 11:25a EST. GA State Patrol reporting homes destroyed w/people trapped. Seek shelter!",1,
#Tornado warned storm in western GA has had reports of funnel clouds & downed trees with this storm in eastern AL. #severe,1,
"#Tornado Warning til 11:45a EST for Cherokee, Pickens, Bartow, Floyd, & Gordon Co. in GA. Strong, persistent rotation seen with this storm!",1,
"Strong rotation continues to be seen with #Tornado warned storm in eastern Calhoun Co., AL. Warning is in effect until 10am CST. Stay alert!",1,
"The @NWSNashville confirms an EF-2 #tornado struck Mount Juliet, TN earlier this morning. Maximum sustained winds estimated at 115 mph.",,1
"#Tornado Warnings remain active across northern Alabama, central & eastern Tennessee/Kentucky. We've got the latest NOW on @StartingPtCNN",1,
We're LIVE NOW on @EarlyStartCNN with @IndraPetersons to bring you the latest on the #severe storms moving through the Southeast,,
#Tornado WARNING for Ascension and East Baton Rouge Parish in LA until 8:15am CST.; Tornado confirmed on the ground. http://forecast.weather.gov/wwamap/wwatxtget.php?cwa=lix&wwa=tornado%20warning …,1,
#Tornado Watches posted for parts of LA and MS into the afternoon. http://www.spc.noaa.gov/products/watch/  #LAwx #MSwx,1,
"Montgomery, AL under a #Tornado Warning until 9:45pm CST. Strong rotation visible on radar so seek shelter immediately!",1,
"@atomlinson31 There could be some heavy rain over you right then. Could see some delays, so leave early and drive safely! via @SarahDCNN",,
NEW #Tornado Warning has been issued for northern Mobile County in Alabama until 8pm CST. People surveying damage should seek shelter NOW,1,
NEW #Tornado Warning for Monroe & Clarke Co. in AL until 8p CST. Storm is moving rapidly to the northeast at 50mph. Seek shelter!,1,
MT @NWSMobile: #Tornado damage responders--BE ALERT of squall line moving over impacted areas w/i 1-2hrs..potential of strong damaging winds,1,
#Tornado Warning for Clarke & Washington Co. in AL until 7pm CST. Strong rotation on radar so take should seek shelter immdeiately!,1,
"2) Mobile, AL Fire-Rescue also reports damage at Murphy High School, reports of gas leak at an apartment complex on Brazier Dr.",,1
#Blizzard Warnings in effect across 6 states right now! #Winter Storm Warnings are also in effect for 8 states: pic.twitter.com/g0YfR1w4,,
"We're LIVE NOW on @CNNnewsroom with @CarolCNN with the latest on this major, multifaceted winter storm! #CNN",,
"#Tornado Warning issued again for Mobile Co., AL until 8am CST & same areas could be impacted a 2nd time! Seek sturdy shelter!! #ALwx",1,
"#Tornado Watch is in effect for portions of Louisiana, Mississippi, Alabama, & the extreme western Florida Panhandle until 12pm CST. #CNN",1,
"#Tornado Warning for Mobile County, AL until 5:30am CT. Downtown Mobile is in the path of this storm so seek shelter immediately!",1,
#Wind gusts could top 60 mph across New Mexico & West Texas ahead of a system that will bring #snow to the Plains: pic.twitter.com/4sodeFK1,,
#Tornado Warning issued for Ascension & southern Livingston Parishes in Louisiana until 9:30am CST. #LAwx,1,
"NEW #Tornado Watch issued by @NWSSPC for portions of Alabama, Louisiana, & Mississippi until 3pm CST. http://www.spc.noaa.gov/products/watch/ww0680_radar_big.gif …",1,
#Tornado Warning issued for southern Marion Co. in MS until 9:15am CST. Storm is moving quickly eastward at 45 mph. #MSwx,1,
#Tornado Warning issued for northern Washington & southeastern Walthall Parishes in Louisiana til 8:30am CST. TOR Warning cont.: Pike Co. MS,1,
#Tornado Warning issued for north central Livingston & southeastern St. Helena Parishes in Louisiana until 8:15am CST. #LAwx,1,
#Chicago tied their #record stretch of 280 days w/o measurable snowfall on Sunday & they could break that today! Last #snow was 3/4/12!,,1
High wind warnings continue for the Pacific NW: if you are outdoors watch for flying debris and downed power lines.,,
Wednesday: Minor air travel delays are expected. Heavy snow and flooding will continue to impact the Pacific NW.,,
